# Data from Wikipedia for New York State confirmed COVID-19 cases.
# Counts are cumulative.

20200101 0
20200102 0
20200103 0
20200104 0
20200105 0
20200106 0
20200107 0
20200108 0
20200109 0
20200110 0
20200111 0
20200112 0
20200113 0
20200114 0
20200115 0
20200116 0
20200117 0
20200118 0
20200119 0
20200120 0
20200121 0
20200122 0
20200123 0
20200124 0
20200125 0
20200126 0
20200127 0
20200128 0
20200129 0
20200130 0
20200131 0
20200201 0
20200202 0
20200203 0
20200204 0
20200205 0
20200206 0
20200207 0
20200208 0
20200209 0
20200210 0
20200211 0
20200212 0
20200213 0
20200214 0
20200215 0
20200216 0
20200217 0
20200218 0
20200219 0
20200220 0
20200221 0
20200222 0
20200223 0
20200224 0
20200225 0
20200226 0
20200227 0
20200228 0
20200229 0
20200301 1
20200302 1
20200303 2
20200304 11
20200305 22
20200306 44
20200307 89
20200308 105
20200309 142
20200310 173
20200311 216
20200312 325
20200313 421
20200314 613
20200315 729
20200316 950
20200317 1374
20200318 2480
20200319 5711
20200320 8402
20200321 10356
20200322 15168
20200323 20875
20200324 25665
20200325 30811
20200326 37258
20200327 44635
20200328 52318
20200329 59513
20200330 66497
20200331 75795
20200401 83712
20200402 92381
20200403 102863
20200404 113704
20200405 122031
20200406 130689
20200407 138836
20200408 149316
20200409 159937
20200410 170512
20200411 180458
20200412 188694
20200413 195031
20200414 202208
20200415 213779
20200416 222284
20200417 229642
20200418 236732
20200419 242786
20200420 247512
20200421 251690
20200422 257216
20200423 263460
20200424 271590
20200425 282143
20200426 288045
20200427 291996
20200428 295106
20200429 299691
20200430 304372
20200501 308314
20200502 312977
20200503 316415
20200504 318953
20200505 321192
20200506 323978
20200507 327469
20200508 330407
20200509 333122
20200510 335395
20200511 337055
20200512 338485
20200513 340771
20200514 343051
20200515 NaN
20200516 NaN
20200517 NaN
20200518 NaN
20200519 NaN
20200520 NaN
20200521 NaN
20200522 NaN
20200523 NaN
20200524 NaN
20200525 NaN
20200526 NaN
20200527 NaN
20200528 NaN
20200529 NaN
20200530 NaN
20200531 NaN
20200601 NaN
20200602 NaN
20200603 NaN
20200604 NaN
20200605 NaN
20200606 NaN
20200607 NaN
20200608 NaN
20200609 NaN
20200610 NaN
20200611 NaN
20200612 NaN
20200613 NaN
20200614 NaN
20200615 NaN
20200616 NaN
20200617 NaN
20200618 NaN
20200619 NaN
20200620 NaN
20200621 NaN
20200622 NaN
20200623 NaN
20200624 NaN
20200625 NaN
20200626 NaN
20200627 NaN
20200628 NaN
20200629 NaN
20200630 NaN
20200701 NaN
20200702 NaN
20200703 NaN
20200704 NaN
20200705 NaN
20200706 NaN
20200707 NaN
20200708 NaN
20200709 NaN
20200710 NaN
20200711 NaN
20200712 NaN
20200713 NaN
20200714 NaN
20200715 NaN
20200716 NaN
20200717 NaN
20200718 NaN
20200719 NaN
20200720 NaN
20200721 NaN
20200722 NaN
20200723 NaN
20200724 NaN
20200725 NaN
20200726 NaN
20200727 NaN
20200728 NaN
20200729 NaN
20200730 NaN
20200731 NaN
20200801 NaN
20200802 NaN
20200803 NaN
20200804 NaN
20200805 NaN
20200806 NaN
20200807 NaN
20200808 NaN
20200809 NaN
20200810 NaN
20200811 NaN
20200812 NaN
20200813 NaN
20200814 NaN
20200815 NaN
20200816 NaN
20200817 NaN
20200818 NaN
20200819 NaN
20200820 NaN
20200821 NaN
20200822 NaN
20200823 NaN
20200824 NaN
20200825 NaN
20200826 NaN
20200827 NaN
20200828 NaN
20200829 NaN
20200830 NaN
20200831 NaN
20200901 NaN
20200902 NaN
20200903 NaN
20200904 NaN
20200905 NaN
20200906 NaN
20200907 NaN
20200908 NaN
20200909 NaN
20200910 NaN
20200911 NaN
20200912 NaN
20200913 NaN
20200914 NaN
20200915 NaN
20200916 NaN
20200917 NaN
20200918 NaN
20200919 NaN
20200920 NaN
20200921 NaN
20200922 NaN
20200923 NaN
20200924 NaN
20200925 NaN
20200926 NaN
20200927 NaN
20200928 NaN
20200929 NaN
20200930 NaN
20201001 NaN
20201002 NaN
20201003 NaN
20201004 NaN
20201005 NaN
20201006 NaN
20201007 NaN
20201008 NaN
20201009 NaN
20201010 NaN
20201011 NaN
20201012 NaN
20201013 NaN
20201014 NaN
20201015 NaN
20201016 NaN
20201017 NaN
20201018 NaN
20201019 NaN
20201020 NaN
20201021 NaN
20201022 NaN
20201023 NaN
20201024 NaN
20201025 NaN
20201026 NaN
20201027 NaN
20201028 NaN
20201029 NaN
20201030 NaN
20201031 NaN
20201101 NaN
20201102 NaN
20201103 NaN
20201104 NaN
20201105 NaN
20201106 NaN
20201107 NaN
20201108 NaN
20201109 NaN
20201110 NaN
20201111 NaN
20201112 NaN
20201113 NaN
20201114 NaN
20201115 NaN
20201116 NaN
20201117 NaN
20201118 NaN
20201119 NaN
20201120 NaN
20201121 NaN
20201122 NaN
20201123 NaN
20201124 NaN
20201125 NaN
20201126 NaN
20201127 NaN
20201128 NaN
20201129 NaN
20201130 NaN
20201201 NaN
20201202 NaN
20201203 NaN
20201204 NaN
20201205 NaN
20201206 NaN
20201207 NaN
20201208 NaN
20201209 NaN
20201210 NaN
20201211 NaN
20201212 NaN
20201213 NaN
20201214 NaN
20201215 NaN
20201216 NaN
20201217 NaN
20201218 NaN
20201219 NaN
20201220 NaN
20201221 NaN
20201222 NaN
20201223 NaN
20201224 NaN
20201225 NaN
20201226 NaN
20201227 NaN
20201228 NaN
20201229 NaN
20201230 NaN
20201231 NaN
